CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time 	 BinsFirstGeneration 	 ItensCom100deConflito
instancesConflicts/BPPC_1_0_1.txt 	 48 	 48 	 0.967706 	 11 	 72.888000 	 49 	 0
instancesConflicts/BPPC_1_0_2.txt 	 49 	 49 	 0.964068 	 11 	 70.403000 	 50 	 0
instancesConflicts/BPPC_1_0_3.txt 	 46 	 46 	 0.970632 	 11 	 69.168999 	 47 	 0
instancesConflicts/BPPC_1_0_4.txt 	 49 	 49 	 0.982662 	 11 	 74.759003 	 51 	 0
instancesConflicts/BPPC_1_0_5.txt 	 50 	 50 	 0.962190 	 11 	 78.410004 	 51 	 0
instancesConflicts/BPPC_1_0_6.txt 	 48 	 48 	 0.979031 	 11 	 76.113998 	 49 	 0
instancesConflicts/BPPC_1_0_7.txt 	 48 	 48 	 0.983195 	 12 	 84.614998 	 50 	 0
instancesConflicts/BPPC_1_0_8.txt 	 49 	 49 	 0.985458 	 11 	 73.806999 	 51 	 0
instancesConflicts/BPPC_1_0_9.txt 	 50 	 50 	 0.994174 	 15 	 99.509003 	 52 	 0
instancesConflicts/BPPC_1_0_10.txt 	 46 	 46 	 0.991414 	 12 	 81.574997 	 48 	 0
instancesConflicts/BPPC_1_1_1.txt 	 48 	 48 	 0.967480 	 11 	 77.250999 	 50 	 0
instancesConflicts/BPPC_1_1_2.txt 	 49 	 49 	 0.961639 	 11 	 73.058998 	 50 	 0
instancesConflicts/BPPC_1_1_3.txt 	 46 	 46 	 0.970786 	 11 	 73.931999 	 47 	 0
instancesConflicts/BPPC_1_1_4.txt 	 49 	 49 	 0.982996 	 11 	 76.995003 	 51 	 0
instancesConflicts/BPPC_1_1_5.txt 	 50 	 50 	 0.962215 	 11 	 75.017998 	 51 	 0
instancesConflicts/BPPC_1_1_6.txt 	 48 	 48 	 0.979396 	 11 	 71.259003 	 49 	 0
instancesConflicts/BPPC_1_1_7.txt 	 48 	 48 	 0.983268 	 12 	 80.957001 	 50 	 0
instancesConflicts/BPPC_1_1_8.txt 	 49 	 49 	 0.985583 	 12 	 76.052002 	 51 	 0
instancesConflicts/BPPC_1_1_9.txt 	 50 	 50 	 0.994171 	 15 	 102.334999 	 52 	 0
instancesConflicts/BPPC_1_1_10.txt 	 46 	 46 	 0.991496 	 12 	 81.899002 	 48 	 0
instancesConflicts/BPPC_1_2_1.txt 	 48 	 48 	 0.966819 	 12 	 83.861000 	 49 	 0
instancesConflicts/BPPC_1_2_2.txt 	 49 	 49 	 0.961775 	 12 	 84.023003 	 51 	 0
instancesConflicts/BPPC_1_2_3.txt 	 46 	 46 	 0.970427 	 13 	 79.287003 	 48 	 0
instancesConflicts/BPPC_1_2_4.txt 	 49 	 49 	 0.982764 	 12 	 82.549004 	 51 	 0
